"","workorderid","date","description","address","details","address1"
"1888","1411646","1/29/2025","WATER MAIN BREAK","3869 LYNDALE AVE","yes","3869 LYNDALE AVE, baltimore"
"1889","1411658","1/29/2025","WATER MAIN BREAK","3101 SHELL RD","yes","3101 SHELL RD, baltimore"
"1890","1411661","1/29/2025","WATER MAIN BREAK","3020 MORELAND AVE","yes","3020 MORELAND AVE, baltimore"
"1891","1411674","1/29/2025","WATER MAIN BREAK","6300 BLK EVERALL AVE","yes","6300 BLK EVERALL AVE, baltimore"
"1892","1411683","1/29/2025","WATER MAIN BREAK","3014 ROSELAWN AVE","yes","3014 ROSELAWN AVE, baltimore"
"1893","1411701","1/29/2025","WATER MAIN BREAK","3724 PENNINGTON AVE","yes","3724 PENNINGTON AVE, baltimore"
"1894","1411740","1/29/2025","WATER MAIN BREAK","50 MARKET PL","yes","50 MARKET PL, baltimore"
"1895","1411766","1/29/2025","WATER MAIN BREAK","4817 KING AVE","yes","4817 KING AVE, baltimore"
"1896","1411787","1/29/2025","WATER MAIN BREAK","6317 WALLIS AVE","yes","6317 WALLIS AVE, baltimore"
"1897","1411798","1/29/2025","WATER MAIN BREAK","3722 CLARINTH RD","yes","3722 CLARINTH RD, baltimore"
"1898","1411803","1/29/2025","WATER MAIN BREAK","2221 BERLIN ST","yes","2221 BERLIN ST, baltimore"
"1899","1411810","1/29/2025","WATER MAIN BREAK","7309 BRIDGEWOOD DR","yes","7309 BRIDGEWOOD DR, baltimore"
"1900","1411822","1/29/2025","WATER MAIN BREAK","2631 ROSEWOOD AVE","yes","2631 ROSEWOOD AVE, baltimore"
"1901","1411828","1/29/2025","WATER MAIN BREAK","2033 EAST BIDDLE ST","yes","2033 EAST BIDDLE ST, baltimore"
"1902","1411830","1/29/2025","WATER MAIN BREAK","817 WILLIAM ST","yes","817 WILLIAM ST, baltimore"
"1903","1411835","1/30/2025","WATER MAIN BREAK","11 NORTHWOOD DR","yes","11 NORTHWOOD DR, baltimore"
"1904","1411845","1/30/2025","WATER JOINT LEAK","2800 ELSINORE AVE","yes","2800 ELSINORE AVE, baltimore"
"1905","1411894","1/30/2025","WATER MAIN BREAK","10117 DAVENTRY DR","yes","10117 DAVENTRY DR, baltimore"
"1906","1411907","1/30/2025","WATER MAIN BREAK","806 SMOKE TREE RD","yes","806 SMOKE TREE RD, baltimore"
"1907","1411941","1/30/2025","WATER MAIN BREAK","5628 PENNINGTON AVE","yes","5628 PENNINGTON AVE, baltimore"
"1908","1411962","1/30/2025","WATER MAIN BREAK","414 OLD ORCHARD RD","yes","414 OLD ORCHARD RD, baltimore"
"1909","1412008","1/30/2025","WATER MAIN BREAK","7401 GERMAN HILL RD","yes","7401 GERMAN HILL RD, baltimore"
"1910","1412010","1/30/2025","WATER MAIN BREAK","16 NORTH ROSEDALE ST","yes","16 NORTH ROSEDALE ST, baltimore"
"1911","1412018","1/30/2025","WATER MAIN BREAK","1100 NORTH MONROE ST","yes","1100 NORTH MONROE ST, baltimore"
"1912","1412030","1/30/2025","WATER MAIN BREAK","504 SOUTH PATTERSON PARK AVE","yes","504 SOUTH PATTERSON PARK AVE, baltimore"
"1913","1412068","1/30/2025","WATER MAIN BREAK","3925 NORFOLK AVE","yes","3925 NORFOLK AVE, baltimore"
"1914","1412070","1/30/2025","WATER MAIN BREAK","603 APPLETON ST","yes","603 APPLETON ST, baltimore"
"1915","1412109","1/30/2025","WATER JOINT LEAK","530 SOUTH KENWOOD AVE","yes","530 SOUTH KENWOOD AVE, baltimore"
"1916","1412169","1/30/2025","WATER MAIN BREAK","3722 CLAREMONT ST","yes","3722 CLAREMONT ST, baltimore"
"1917","1412177","1/30/2025","WATER MAIN BREAK","100 EAST 20TH ST","yes","100 EAST 20TH ST, baltimore"
"1918","1412188","1/31/2025","WATER MAIN BREAK","309 MAIN ST","yes","309 MAIN ST, baltimore"
"1919","1412204","1/31/2025","WATER MAIN BREAK","7023 QUEEN ANNE AVE GWYNN OAK","yes","7023 QUEEN ANNE AVE GWYNN OAK, baltimore"
"1920","1412230","1/31/2025","WATER MAIN BREAK","2 NEW KENT CT","yes","2 NEW KENT CT, baltimore"
"1921","1412395","1/31/2025","WATER MAIN BREAK","518 FOREST DR","yes","518 FOREST DR, baltimore"
"1922","1412405","1/31/2025","WATER MAIN BREAK","1233 WEST MOUNT ROYAL AVE","yes","1233 WEST MOUNT ROYAL AVE, baltimore"
"1923","1412426","1/31/2025","WATER MAIN BREAK","615 REST AVE","yes","615 REST AVE, baltimore"
"1924","1412457","2/1/2025","WATER MAIN BREAK","1404 EUTAW PL","yes","1404 EUTAW PL, baltimore"
"1925","1412460","2/1/2025","WATER MAIN BREAK","2361 WEST NORTH AVE","yes","2361 WEST NORTH AVE, baltimore"
"1926","1412461","2/1/2025","WATER MAIN BREAK","151 NORTH MILTON AVE","yes","151 NORTH MILTON AVE, baltimore"
"1927","1412468","2/1/2025","WATER MAIN BREAK","1449 SUSSEX RD","yes","1449 SUSSEX RD, baltimore"
"1928","1412472","2/1/2025","WATER MAIN BREAK","2022 PLEASANT VILLA AVE","yes","2022 PLEASANT VILLA AVE, baltimore"
"1929","1412475","2/1/2025","WATER MAIN BREAK","1710 SOUTH RD","yes","1710 SOUTH RD, baltimore"
"1930","1412476","2/1/2025","WATER MAIN BREAK","208 SOUTH WOODWELL RD","yes","208 SOUTH WOODWELL RD, baltimore"
"1931","1412486","2/1/2025","WATER MAIN BREAK","6103 READY AVE","yes","6103 READY AVE, baltimore"
"1932","1412494","2/1/2025","WATER MAIN BREAK","8000 THORNTON RD","yes","8000 THORNTON RD, baltimore"
"1933","1412507","2/1/2025","WATER MAIN BREAK","3015 DUNRAN RD","yes","3015 DUNRAN RD, baltimore"
"1934","1412512","2/1/2025","WATER MAIN BREAK","621 COVENTRY PL","yes","621 COVENTRY PL, baltimore"
"1935","1412537","2/2/2025","WATER MAIN BREAK","5400 BLK ERDMAN AVE","yes","5400 BLK ERDMAN AVE, baltimore"
"1936","1412547","2/2/2025","WATER MAIN BREAK","3612 LOCKWOOD RD","yes","3612 LOCKWOOD RD, baltimore"
"1937","1412551","2/2/2025","WATER MAIN BREAK","208 NORTH CARROLLTON AVE","yes","208 NORTH CARROLLTON AVE, baltimore"
"1938","1412562","2/2/2025","WATER MAIN BREAK","2631 ROSEWOOD AVE","yes","2631 ROSEWOOD AVE, baltimore"
"1939","1412580","2/2/2025","WATER MAIN BREAK","407 NORTH MARLYN AVE","yes","407 NORTH MARLYN AVE, baltimore"
"1940","1412581","2/2/2025","WATER MAIN BREAK","5521 MATTFELDT AVE","yes","5521 MATTFELDT AVE, baltimore"
"1941","1412583","2/2/2025","WATER MAIN BREAK","7411 NORTH DAKOTA AVE","yes","7411 NORTH DAKOTA AVE, baltimore"
"1942","1412607","2/2/2025","WATER MAIN BREAK","3312 MONDAWMIN AVE","yes","3312 MONDAWMIN AVE, baltimore"
"1943","1412738","2/3/2025","WATER JOINT LEAK","8 GALETREE CT","yes","8 GALETREE CT, baltimore"
"1944","1412746","2/3/2025","WATER MAIN BREAK","908 SOUTH HIGHLAND AVE","yes","908 SOUTH HIGHLAND AVE, baltimore"
"1945","1412751","2/3/2025","WATER MAIN BREAK","7400 HAMMOND RD","yes","7400 HAMMOND RD, baltimore"
"1946","1412768","2/3/2025","WATER MAIN BREAK","2900 WEST BALTIMORE ST","yes","2900 WEST BALTIMORE ST, baltimore"
"1947","1412780","2/3/2025","WATER MAIN BREAK","1003 TRICKLING BROOK RD","yes","1003 TRICKLING BROOK RD, baltimore"
"1948","1412996","2/3/2025","WATER JOINT LEAK","6 THURKILL CT","yes","6 THURKILL CT, baltimore"
"1949","1412998","2/3/2025","WATER JOINT LEAK","337 SOUTH GILMOR ST","yes","337 SOUTH GILMOR ST, baltimore"
"1950","1413009","2/3/2025","WATER MAIN BREAK","2442 EAST FAYETTE ST","yes","2442 EAST FAYETTE ST, baltimore"
"1951","1413014","2/3/2025","WATER MAIN BREAK","3011 EVERGREEN AVE","yes","3011 EVERGREEN AVE, baltimore"
"1952","1413015","2/3/2025","WATER MAIN BREAK","1207 WHITE MILLS RD","yes","1207 WHITE MILLS RD, baltimore"
"1953","1413023","2/3/2025","WATER MAIN BREAK","11 IRONWOOD CT","yes","11 IRONWOOD CT, baltimore"
"1954","1413028","2/3/2025","WATER MAIN BREAK","2808 FOX ST","yes","2808 FOX ST, baltimore"
"1955","1413114","2/4/2025","WATER MAIN BREAK","1300 BOOTH ST","yes","1300 BOOTH ST, baltimore"
"1956","1413133","2/4/2025","WATER JOINT LEAK","431 53RD ST","yes","431 53RD ST, baltimore"
"1957","1413142","2/4/2025","WATER MAIN BREAK","2001 ELGIN AVE","yes","2001 ELGIN AVE, baltimore"
"1958","1413150","2/4/2025","WATER MAIN BREAK","506 SOUTH PATTERSON PARK AVE","yes","506 SOUTH PATTERSON PARK AVE, baltimore"
"1959","1413153","2/4/2025","WATER JOINT LEAK","4800 LANIER AVE","yes","4800 LANIER AVE, baltimore"
"1960","1413168","2/4/2025","WATER MAIN BREAK","3436 EDMONDSON AVE","yes","3436 EDMONDSON AVE, baltimore"
"1961","1413233","2/4/2025","WATER MAIN BREAK","1610 PARK AVE","yes","1610 PARK AVE, baltimore"
"1962","1413303","2/4/2025","WATER MAIN BREAK","500 EDMONDSON AVE","yes","500 EDMONDSON AVE, baltimore"
"1963","1413329","2/4/2025","WATER MAIN BREAK","2656 EDMONDSON AVE","yes","2656 EDMONDSON AVE, baltimore"
"1964","1413340","2/5/2025","WATER JOINT LEAK","700 BLOCK WEST MULBERRY ST","yes","700 BLOCK WEST MULBERRY ST, baltimore"
"1965","1413342","2/5/2025","WATER JOINT LEAK","6 IRONWOOD CT","yes","6 IRONWOOD CT, baltimore"
"1966","1413383","2/5/2025","WATER MAIN BREAK","905 FARMSTEAD RD","yes","905 FARMSTEAD RD, baltimore"
"1967","1413560","2/5/2025","WATER MAIN BREAK","12 MELANIE CT","yes","12 MELANIE CT, baltimore"
"1968","1413605","2/5/2025","WATER MAIN BREAK","955 RODMAN WAY","yes","955 RODMAN WAY, baltimore"
"1969","1413714","2/5/2025","WATER MAIN BREAK","6805 UNIVERSITY DR","yes","6805 UNIVERSITY DR, baltimore"
"1970","1413762","2/5/2025","WATER MAIN BREAK","1710 SOUTH RD","yes","1710 SOUTH RD, baltimore"
"1971","1413770","2/5/2025","WATER JOINT LEAK","115 WEST OSTEND ST","yes","115 WEST OSTEND ST, baltimore"
"1972","1413916","2/6/2025","WATER MAIN BREAK","3515 JOPPA RD","yes","3515 JOPPA RD, baltimore"
"1973","1414019","2/6/2025","WATER MAIN BREAK","5034 EDGAR TER","yes","5034 EDGAR TER, baltimore"
"1974","1414060","2/6/2025","WATER MAIN BREAK","1313 ELSING RD","yes","1313 ELSING RD, baltimore"
"1975","1414067","2/6/2025","WATER JOINT LEAK","1710 SOUTH RD","yes","1710 SOUTH RD, baltimore"
"1976","1414081","2/6/2025","WATER MAIN BREAK","2127 NORTH PULASKI ST","yes","2127 NORTH PULASKI ST, baltimore"
"1977","1414087","2/6/2025","WATER MAIN BREAK","106 CHARTLEY DR","yes","106 CHARTLEY DR, baltimore"
"1978","1414465","2/6/2025","WATER MAIN BREAK","3409 CLAREMONT ST","yes","3409 CLAREMONT ST, baltimore"
"1979","1414493","2/6/2025","WATER JOINT LEAK","1900 BARCLAY ST","yes","1900 BARCLAY ST, baltimore"
"1980","1414511","2/7/2025","WATER JOINT LEAK","501 NORTH LAKEWOOD AVE","yes","501 NORTH LAKEWOOD AVE, baltimore"
"1981","1414993","2/7/2025","WATER JOINT LEAK","4504 HERSHEY WAY","yes","4504 HERSHEY WAY, baltimore"
"1982","1415001","2/7/2025","WATER MAIN BREAK","4420 SAINT THOMAS AVE","yes","4420 SAINT THOMAS AVE, baltimore"
"1983","1415019","2/7/2025","WATER MAIN BREAK","1 UNIVERSITY AVE","yes","1 UNIVERSITY AVE, baltimore"
"1984","1415020","2/7/2025","WATER MAIN BREAK","2700 FLEET ST","yes","2700 FLEET ST, baltimore"
"1985","1415027","2/7/2025","WATER MAIN BREAK","5011 NORWOOD AVE","yes","5011 NORWOOD AVE, baltimore"
"1986","1415034","2/8/2025","WATER MAIN BREAK","3300 BRENDAN AVE BALTIMORE CITY","yes","3300 BRENDAN AVE BALTIMORE CITY, baltimore"
"1987","1415039","2/8/2025","WATER MAIN BREAK","1723 BAKER ST","yes","1723 BAKER ST, baltimore"
"1988","1415057","2/8/2025","WATER MAIN BREAK","2314 SOUTH RD","yes","2314 SOUTH RD, baltimore"
"1989","1415092","2/8/2025","WATER MAIN BREAK","6800 RIDGEWOOD RD","yes","6800 RIDGEWOOD RD, baltimore"
"1990","1415097","2/8/2025","WATER MAIN BREAK","4418 SAINT THOMAS AVE","yes","4418 SAINT THOMAS AVE, baltimore"
"1991","1415098","2/8/2025","WATER MAIN BREAK","909 NORTH CALHOUN ST","yes","909 NORTH CALHOUN ST, baltimore"
"1992","1415113","2/8/2025","WATER MAIN BREAK","4413 SAINT THOMAS AVE","yes","4413 SAINT THOMAS AVE, baltimore"
"1993","1415137","2/9/2025","WATER MAIN BREAK","2842 WEST LANVALE ST","yes","2842 WEST LANVALE ST, baltimore"
"1994","1415142","2/9/2025","WATER MAIN BREAK","1147 COURTNEY RD","yes","1147 COURTNEY RD, baltimore"
"1995","1415163","2/9/2025","WATER MAIN BREAK","5810 NARCISSUS AVE","yes","5810 NARCISSUS AVE, baltimore"
"1996","1415178","2/9/2025","WATER MAIN BREAK","601 WHITELOCK ST","yes","601 WHITELOCK ST, baltimore"
"1997","1415182","2/9/2025","WATER MAIN BREAK","4420 SAINT THOMAS AVE","yes","4420 SAINT THOMAS AVE, baltimore"
"1998","1415184","2/10/2025","WATER JOINT LEAK","6910 BIRDWOOD AVE","yes","6910 BIRDWOOD AVE, baltimore"
"1999","1415189","2/10/2025","WATER JOINT LEAK","240 RODGERS FORGE RD","yes","240 RODGERS FORGE RD, baltimore"
"2000","1415299","2/10/2025","WATER JOINT LEAK","1313 ELSING RD","yes","1313 ELSING RD, baltimore"
"2001","1415314","2/10/2025","WATER JOINT LEAK","604 LINNARD ST","yes","604 LINNARD ST, baltimore"
"2002","1415315","2/10/2025","WATER MAIN BREAK","9717 UXBRIDGE RD","yes","9717 UXBRIDGE RD, baltimore"
"2003","1415500","2/10/2025","WATER JOINT LEAK","212 EAST EAGER ST","yes","212 EAST EAGER ST, baltimore"
"2004","1416436","2/10/2025","WATER JOINT LEAK","7842 VERNON AVE","yes","7842 VERNON AVE, baltimore"
"2005","1416472","2/10/2025","WATER MAIN BREAK","7811 DANIELS AVE","yes","7811 DANIELS AVE, baltimore"
"2006","1416710","2/10/2025","WATER MAIN BREAK","310 SOUTH CATHERINE ST","yes","310 SOUTH CATHERINE ST, baltimore"
"2007","1416902","2/11/2025","WATER MAIN BREAK","1326 ENSOR ST","yes","1326 ENSOR ST, baltimore"
"2008","1416917","2/11/2025","WATER MAIN BREAK","6906 YATARUBA DR","yes","6906 YATARUBA DR, baltimore"
"2009","1417211","2/12/2025","WATER JOINT LEAK","321 SOUTH PAYSON ST","yes","321 SOUTH PAYSON ST, baltimore"
"2010","1417212","2/12/2025","WATER JOINT LEAK","1171 EAST NORTHERN PKWY","yes","1171 EAST NORTHERN PKWY, baltimore"
"2011","1417525","2/12/2025","WATER JOINT LEAK","406 SAINT PATRICK RD","yes","406 SAINT PATRICK RD, baltimore"
"2012","1417527","2/12/2025","WATER MAIN BREAK","1712 PRESSTMAN ST","yes","1712 PRESSTMAN ST, baltimore"
"2013","1417547","2/12/2025","WATER MAIN BREAK","2313 BIRCH DR","yes","2313 BIRCH DR, baltimore"
"2014","1417595","2/12/2025","WATER MAIN BREAK","5206 LOCH RAVEN BLVD","yes","5206 LOCH RAVEN BLVD, baltimore"
"2015","1417599","2/12/2025","WATER MAIN BREAK","7001 GOLDEN RING RD","yes","7001 GOLDEN RING RD, baltimore"
"2016","1417802","2/13/2025","WATER MAIN BREAK","1313 ELSING RD","yes","1313 ELSING RD, baltimore"
"2017","1417850","2/13/2025","WATER MAIN BREAK","1330 ENSOR ST","yes","1330 ENSOR ST, baltimore"
"2018","1417861","2/13/2025","WATER JOINT LEAK","808 CHUMLEIGH RD","yes","808 CHUMLEIGH RD, baltimore"
"2019","1417882","2/13/2025","WATER JOINT LEAK","6906 YATARUBA DR","yes","6906 YATARUBA DR, baltimore"
"2020","1419043","2/14/2025","WATER MAIN BREAK","6910 BIRDWOOD AVE","yes","6910 BIRDWOOD AVE, baltimore"
"2021","1419066","2/14/2025","WATER MAIN BREAK","960 SOUTHERLY RD","yes","960 SOUTHERLY RD, baltimore"
"2022","1419122","2/14/2025","WATER MAIN BREAK","7848 OAKDALE AVE","yes","7848 OAKDALE AVE, baltimore"
"2023","1419153","2/15/2025","WATER MAIN BREAK","1212 NORTH SPRING ST","yes","1212 NORTH SPRING ST, baltimore"
"2024","1419188","2/15/2025","WATER MAIN BREAK","10120 CHARINGTON RD","yes","10120 CHARINGTON RD, baltimore"
"2025","1419204","2/15/2025","WATER MAIN BREAK","7848 OAKDALE AVE","yes","7848 OAKDALE AVE, baltimore"
"2026","1419214","2/16/2025","WATER MAIN BREAK","4621 LEEDS AVE","yes","4621 LEEDS AVE, baltimore"
"2027","1419227","2/16/2025","WATER MAIN BREAK","6101 FREDERICK RD","yes","6101 FREDERICK RD, baltimore"
"2028","1419260","2/16/2025","WATER MAIN BREAK","900 BLK ELLICOTT DWY","yes","900 BLK ELLICOTT DWY, baltimore"
"2029","1419265","2/17/2025","WATER MAIN BREAK","7909 MATTHAI RD","yes","7909 MATTHAI RD, baltimore"
"2030","1419268","2/17/2025","WATER MAIN BREAK","4512 DONATELLO SQ","yes","4512 DONATELLO SQ, baltimore"
"2031","1419300","2/17/2025","WATER MAIN BREAK","322 MARTINGALE AVE","yes","322 MARTINGALE AVE, baltimore"
"2032","1419331","2/18/2025","WATER MAIN BREAK","1719 PIN OAK AVE DUNDALK","yes","1719 PIN OAK AVE DUNDALK, baltimore"
"2033","1419391","2/18/2025","WATER MAIN BREAK","804 OAKLEIGH BEACH RD","yes","804 OAKLEIGH BEACH RD, baltimore"
"2034","1419488","2/18/2025","WATER MAIN BREAK","2200 EAST NORTHERN PKWY","yes","2200 EAST NORTHERN PKWY, baltimore"
"2035","1419688","2/18/2025","WATER MAIN BREAK","1229 BUSH ST","yes","1229 BUSH ST, baltimore"
"2036","1419722","2/18/2025","WATER MAIN BREAK","364 STILLWATER RD","yes","364 STILLWATER RD, baltimore"
"2037","1419740","2/18/2025","WATER MAIN BREAK","1 HOOKS LN","yes","1 HOOKS LN, baltimore"
"2038","1419817","2/19/2025","WATER MAIN BREAK","8401 MERRYVIEW DR","yes","8401 MERRYVIEW DR, baltimore"
"2039","1419903","2/19/2025","WATER MAIN BREAK","4518 FITCH AVE","yes","4518 FITCH AVE, baltimore"
"2040","1419914","2/19/2025","WATER MAIN BREAK","2105 EAST MADISON ST","yes","2105 EAST MADISON ST, baltimore"
"2041","1419957","2/19/2025","WATER MAIN BREAK","2000 BLK WEST LEXINGTON ST","yes","2000 BLK WEST LEXINGTON ST, baltimore"
"2042","1420221","2/19/2025","WATER JOINT LEAK","2331 EAST MONUMENT ST","yes","2331 EAST MONUMENT ST, baltimore"
"2043","1420239","2/19/2025","WATER JOINT LEAK","1600 WILKENS AVE","yes","1600 WILKENS AVE, baltimore"
"2044","1420255","2/19/2025","WATER MAIN BREAK","405 CAMBRIA ST","yes","405 CAMBRIA ST, baltimore"
"2045","1420305","2/19/2025","WATER MAIN BREAK","5029 CLIFFORD RD","yes","5029 CLIFFORD RD, baltimore"
"2046","1420318","2/19/2025","WATER MAIN BREAK","408 EAST NORTH AVE","yes","408 EAST NORTH AVE, baltimore"
"2047","1420635","2/20/2025","WATER MAIN BREAK","6210 ROSSVILLE BLVD","yes","6210 ROSSVILLE BLVD, baltimore"
"2048","1420636","2/20/2025","WATER MAIN BREAK","2700 BAKER ST","yes","2700 BAKER ST, baltimore"
"2049","1420646","2/20/2025","WATER MAIN BREAK","11 NORTHWOOD DR","yes","11 NORTHWOOD DR, baltimore"
"2050","1420656","2/20/2025","WATER MAIN BREAK","2218 BOXMERE RD","yes","2218 BOXMERE RD, baltimore"
"2051","1420669","2/20/2025","WATER MAIN BREAK","10464 LAKESPRING WAY","yes","10464 LAKESPRING WAY, baltimore"
"2052","1420683","2/20/2025","WATER MAIN BREAK","1245 WINSTON AVE","yes","1245 WINSTON AVE, baltimore"
"2053","1420702","2/20/2025","WATER MAIN BREAK","4111 STOKES DR","yes","4111 STOKES DR, baltimore"
"2054","1420708","2/20/2025","WATER JOINT LEAK","707 SOUTH DEAN ST","yes","707 SOUTH DEAN ST, baltimore"
"2055","1420741","2/20/2025","WATER MAIN BREAK","4013 BAKER LN","yes","4013 BAKER LN, baltimore"
"2056","1420838","2/20/2025","WATER MAIN BREAK","7902 UNDERHILL RD","yes","7902 UNDERHILL RD, baltimore"
"2057","1420847","2/20/2025","WATER JOINT LEAK","563 OLD TOWN MALL","yes","563 OLD TOWN MALL, baltimore"
"2058","1420851","2/20/2025","WATER MAIN BREAK","24 NORTH ROSEDALE ST","yes","24 NORTH ROSEDALE ST, baltimore"
"2059","1420912","2/20/2025","WATER MAIN BREAK","400 LAURENS ST","yes","400 LAURENS ST, baltimore"
"2060","1420918","2/20/2025","WATER MAIN BREAK","5500 MATTFEDT AVE","yes","5500 MATTFEDT AVE, baltimore"
"2061","1420933","2/20/2025","WATER MAIN BREAK","2500 BARRISON POINT RD","yes","2500 BARRISON POINT RD, baltimore"
"2062","1420988","2/21/2025","WATER MAIN BREAK","1817 WEST BALTIMORE ST","yes","1817 WEST BALTIMORE ST, baltimore"
"2063","1421128","2/21/2025","WATER MAIN BREAK","6200 EAST PRATT ST","yes","6200 EAST PRATT ST, baltimore"
"2064","1421131","2/21/2025","WATER JOINT LEAK","1901 BARCLAY ST","yes","1901 BARCLAY ST, baltimore"
"2065","1421176","2/21/2025","WATER MAIN BREAK","2711 NORTH POINT BLVD","yes","2711 NORTH POINT BLVD, baltimore"
"2066","1421272","2/21/2025","WATER MAIN BREAK","7403 EDSWORTH RD","yes","7403 EDSWORTH RD, baltimore"
"2067","1421301","2/21/2025","WATER MAIN BREAK","3700 SAINT JOSEPH ST","yes","3700 SAINT JOSEPH ST, baltimore"
"2068","1421312","2/21/2025","WATER MAIN BREAK","1918 KENNEDY AVE","yes","1918 KENNEDY AVE, baltimore"
"2069","1421325","2/21/2025","WATER MAIN BREAK","2104 WEST FAYETTE ST","yes","2104 WEST FAYETTE ST, baltimore"
"2070","1421335","2/21/2025","WATER MAIN BREAK","202 DONNYBROOK LN","yes","202 DONNYBROOK LN, baltimore"
"2071","1421352","2/22/2025","WATER MAIN BREAK","927 CATAWBA CT","yes","927 CATAWBA CT, baltimore"
"2072","1421353","2/22/2025","WATER MAIN BREAK","6704 WHITESTONE RD","yes","6704 WHITESTONE RD, baltimore"
"2073","1421383","2/22/2025","WATER MAIN BREAK","4492 COLE FARM RD","yes","4492 COLE FARM RD, baltimore"
"2074","1421419","2/22/2025","WATER MAIN BREAK","6020 HIGHGATE DR","yes","6020 HIGHGATE DR, baltimore"
"2075","1421435","2/22/2025","WATER JOINT LEAK","407 CAMBRIA ST","yes","407 CAMBRIA ST, baltimore"
"2076","1421447","2/22/2025","WATER MAIN BREAK","714 WEST LOMBARD ST","yes","714 WEST LOMBARD ST, baltimore"
"2077","1421502","2/23/2025","WATER MAIN BREAK","3005 LOUISE AVE","yes","3005 LOUISE AVE, baltimore"
"2078","1421586","2/23/2025","WATER MAIN BREAK","6409 EASTBOURNE AVE","yes","6409 EASTBOURNE AVE, baltimore"
"2079","1421588","2/23/2025","WATER MAIN BREAK","11 RUXLEA CT","yes","11 RUXLEA CT, baltimore"
"2080","1421596","2/23/2025","WATER MAIN BREAK","5311 YORK RD","yes","5311 YORK RD, baltimore"
"2081","1421664","2/24/2025","WATER MAIN BREAK","6600 CEDONIA AVE","yes","6600 CEDONIA AVE, baltimore"
"2082","1421669","2/24/2025","WATER MAIN BREAK","7416 PRINCE GEORGE RD","yes","7416 PRINCE GEORGE RD, baltimore"
"2083","1421685","2/24/2025","WATER MAIN BREAK","5501 REISTERSTOWN RD","yes","5501 REISTERSTOWN RD, baltimore"
"2084","1421712","2/24/2025","WATER MAIN BREAK","4716 PARMELEE RD","yes","4716 PARMELEE RD, baltimore"
"2085","1421728","2/24/2025","WATER MAIN BREAK","6718 HUDSON ST","yes","6718 HUDSON ST, baltimore"
"2086","1421894","2/24/2025","WATER MAIN BREAK","1311 BROOK MEADOW DR","yes","1311 BROOK MEADOW DR, baltimore"
"2087","1421930","2/24/2025","WATER MAIN BREAK","3016 FENDALL RD","yes","3016 FENDALL RD, baltimore"
"2088","1421992","2/24/2025","WATER MAIN BREAK","1217 SHORE RD","yes","1217 SHORE RD, baltimore"
"2089","1421998","2/24/2025","WATER MAIN BREAK","9611 PULASKI HWY","yes","9611 PULASKI HWY, baltimore"
"2090","1422012","2/24/2025","WATER MAIN BREAK","1228 SOUTH CHARLES ST","yes","1228 SOUTH CHARLES ST, baltimore"
"2091","1422019","2/25/2025","WATER MAIN BREAK","4245 SHELDON AVE","yes","4245 SHELDON AVE, baltimore"
"2092","1422067","2/25/2025","WATER MAIN BREAK","3510 JEAN DR","yes","3510 JEAN DR, baltimore"
"2093","1422078","2/25/2025","WATER MAIN BREAK","3800 FERNSIDE RD","yes","3800 FERNSIDE RD, baltimore"
